"","NAME_CHAR","n"
"1557","F18.11 Inhalant Abuse, In Remission",2
"1558","F19.122 Other Psychoactive Substance Abuse With Intoxication With Perceptual Disturbances",2
"1559","F19.180 Other Psychoactive Substance Abuse With Psychoactive Substance-Induced Anxiety Disorder",2
"1560","F19.231 Other Psychoactive Substance Dependence With Withdrawal Delirium",2
"1561","F19.251 Other Psychoactive Substance Dependence With Psychoactive Substance-Induced Psychotic Disorder With Hallucinations",2
"1562","F19.29 Other Psychoactive Substance Dependence With Unspecified Psychoactive Substance-Induced Disorder",2
"1563","F19.922 Other Psychoactive Substance Use, Unspecified With Intoxication With Perceptual Disturbance",2
"1564","F19.930 Other Psychoactive Substance Use, Unspecified With Withdrawal, Uncomplicated",2
"1565","F34.8 Other Persistent Mood [Affective] Disorders",2
"1566","F40.220 Fear Of Thunderstorms",2
"1567","F51.19 Other Hypersomnia Not Due To A Substance Or Known Physiological Condition",2
"1568","F55.4 Abuse Of Vitamins",2
"1569","F65.0 Fetishism",2
"1570","F68.11 Factitious Disorder With Predominantly Psychological Signs And Symptoms",2
"1571","F68.12 Factitious Disorder With Predominantly Physical Signs And Symptoms",2
"1572","F68.A Factitious Disorder Imposed On Another",2
"1573","242.01 Toxic Diffuse Goiter With Mention Of Thyrotoxic Crisis Or Storm",1
"1574","242.10 Toxic Uninodular Goiter Without Mention Of Thyrotoxic Crisis Or Storm",1
"1575","249.11 Secondary Diabetes Mellitus With Ketoacidosis, Uncontrolled",1
"1576","249.20 Secondary Diabetes Mellitus With Hyperosmolarity, Not Stated As Uncontrolled, Or Unspecified",1
"1577","249.30 Secondary Diabetes Mellitus With Other Coma, Not Stated As Uncontrolled, Or Unspecified",1
"1578","249.90 Secondary Diabetes Mellitus With Unspecified Complication, Not Stated As Uncontrolled, Or Unspecified",1
"1579","250.21 Diabetes Mellitus, Type I [Insulin Dependent Type] [Iddm] [Juvenile Type] With Hyperosmolarity, Not Stated As Uncontrolled",1
"1580","254.9 Unspecified Disease Of Thymus Gland",1
"1581","255.6 Medulloadrenal Hyperfunction",1
"1582","256.0 Hyperestrogenism",1
"1583","257.8 Other Testicular Dysfunction",1
"1584","258.02 Multiple Endocrine Neoplasia [Men] Type IIa",1
"1585","258.9 Polyglandular Dysfunction, Unspecified",1
"1586","259.3 Ectopic Hormone Secretion, Not Elsewhere Classified",1
"1587","259.52 Partial Androgen Insensitivity",1
"1588","263.0 Malnutrition Of Moderate Degree",1
"1589","266.1 Vitamin B6 Deficiency",1
"1590","268.1 Rickets, Late Effect",1
"1591","269.1 Deficiency Of Other Vitamins",1
"1592","270.0 Disturbances Of Amino-Acid Transport",1
"1593","270.7 Other Disturbances Of Straight-Chain Amino-Acid Metabolism",1
"1594","271.4 Renal Glycosuria",1
"1595","271.8 Other Specified Disorders Of Carbohydrate Transport And Metabolism",1
"1596","277.02 Cystic Fibrosis With Pulmonary Manifestations",1
"1597","277.2 Other Disorders Of Purine And Pyrimidine Metabolism",1
"1598","277.30 Amyloidosis, Unspecified",1
"1599","277.86 Peroxisomal Disorders",1
"1600","279.2 Combined Immunity Deficiency",1
"1601","279.50 Graft-Versus-Host Disease, Unspecified",1
"1602","290.41 Arteriosclerotic Dementia With Delirium",1
"1603","292.83 Drug-Induced Amnestic Syndrome",1
"1604","295.25 Catatonic Type Schizophrenia, In Remission",1
"1605","295.63 Residual Schizophrenia, Subchronic State With Acute Exacerbation",1
"1606","295.73 Schizo-Affective Type Schizophrenia, Subchronic State With Acute Exacerbation",1
"1607","295.91 Unspecified Schizophrenia, Subchronic State",1
"1608","296.01 Manic Disorder, Single Episode, Mild Degree",1
"1609","296.02 Manic Disorder, Single Episode, Moderate Degree",1
"1610","296.10 Manic Disorder, Recurrent Episode, Unspecified Degree",1
"1611","296.14 Manic Disorder, Recurrent Episode, Severe Degree, Specified As With Psychotic Behavior",1
"1612","296.16 Manic Disorder, Recurrent Episode, In Full Remission",1
"1613","297.3 Shared Paranoid Disorder",1
"1614","299.91 Unspecified Childhood Psychosis, Residual State",1
"1615","300.5 Neurasthenia",1
"1616","301.51 Chronic Factitious Illness With Physical Symptoms",1
"1617","302.4 Exhibitionism",1
"1618","302.51 Trans-Sexualism With Asexual History",1
"1619","302.81 Fetishism",1
"1620","302.82 Voyeurism",1
"1621","302.83 Sexual Masochism",1
"1622","302.84 Sexual Sadism",1
"1623","303.03 Acute Alcoholic Intoxication In Alcoholism, In Remission",1
"1624","304.21 Cocaine Dependence, Continuous Use",1
"1625","304.50 Hallucinogen Dependence, Unspecified Use",1
"1626","304.52 Hallucinogen Dependence, Episodic Use",1
"1627","304.62 Other Specified Drug Dependence, Episodic Use",1
"1628","306.0 Musculoskeletal Malfunction Arising From Mental Factors",1
"1629","306.2 Cardiovascular Malfunction Arising From Mental Factors",1
"1630","307.43 Transient Disorder Of Initiating Or Maintaining Wakefulness",1
"1631","307.44 Persistent Disorder Of Initiating Or Maintaining Wakefulness",1
"1632","307.54 Psychogenic Vomiting",1
"1633","309 Adjustment Reaction",1
"1634","312.12 Undersocialized Conduct Disorder, Unaggressive Type, Moderate Degree",1
"1635","312.23 Socialized Conduct Disorder, Severe Degree",1
"1636","312.33 Pyromania",1
"1637","312.81 Conduct Disorder, Childhood Onset Type",1
"1638","E08.3211 Diabetes Mellitus Due To Underlying Condition With Mild Nonproliferative Diabetic Retinopathy With Macular Edema, Right Eye",1
"1639","E08.3311 Diabetes Mellitus Due To Underlying Condition With Moderate Nonproliferative Diabetic Retinopathy With Macular Edema, Right Eye",1
"1640","E08.3313 Diabetes Mellitus Due To Underlying Condition With Moderate Nonproliferative Diabetic Retinopathy With Macular Edema, Bilateral",1
"1641","E08.3319 Diabetes Mellitus Due To Underlying Condition With Moderate Nonproliferative Diabetic Retinopathy With Macular Edema, Unspecified Eye",1
"1642","E08.339 Diabetes Mellitus Due To Underlying Condition With Moderate Nonproliferative Diabetic Retinopathy Without Macular Edema",1
"1643","E08.3499 Diabetes Mellitus Due To Underlying Condition With Severe Nonproliferative Diabetic Retinopathy Without Macular Edema, Unspecified Eye",1
"1644","E08.3521 Diabetes Mellitus Due To Underlying Condition With Proliferative Diabetic Retinopathy With Traction Retinal Detachment Involving The Macula, Right Eye",1
"1645","E08.3523 Diabetes Mellitus Due To Underlying Condition With Proliferative Diabetic Retinopathy With Traction Retinal Detachment Involving The Macula, Bilateral",1
"1646","E08.3559 Diabetes Mellitus Due To Underlying Condition With Stable Proliferative Diabetic Retinopathy, Unspecified Eye",1
"1647","E08.3592 Diabetes Mellitus Due To Underlying Condition With Proliferative Diabetic Retinopathy Without Macular Edema, Left Eye",1
"1648","E08.37X3 Diabetes Mellitus Due To Underlying Condition With Diabetic Macular Edema, Resolved Following Treatment, Bilateral",1
"1649","E08.37X9 Diabetes Mellitus Due To Underlying Condition With Diabetic Macular Edema, Resolved Following Treatment, Unspecified Eye",1
"1650","E08.52 Diabetes Mellitus Due To Underlying Condition With Diabetic Peripheral Angiopathy With Gangrene",1
"1651","E09.01 Drug Or Chemical Induced Diabetes Mellitus With Hyperosmolarity With Coma",1
"1652","E09.10 Drug Or Chemical Induced Diabetes Mellitus With Ketoacidosis Without Coma",1
"1653","E09.22 Drug Or Chemical Induced Diabetes Mellitus With Diabetic Chronic Kidney Disease",1
"1654","E09.3391 Drug Or Chemical Induced Diabetes Mellitus With Moderate Nonproliferative Diabetic Retinopathy Without Macular Edema, Right Eye",1
"1655","E09.3419 Drug Or Chemical Induced Diabetes Mellitus With Severe Nonproliferative Diabetic Retinopathy With Macular Edema, Unspecified Eye",1
"1656","E09.3599 Drug Or Chemical Induced Diabetes Mellitus With Proliferative Diabetic Retinopathy Without Macular Edema, Unspecified Eye",1
"1657","E09.37X3 Drug Or Chemical Induced Diabetes Mellitus With Diabetic Macular Edema, Resolved Following Treatment, Bilateral",1
"1658","E09.44 Drug Or Chemical Induced Diabetes Mellitus With Neurological Complications With Diabetic Amyotrophy",1
"1659","E09.49 Drug Or Chemical Induced Diabetes Mellitus With Neurological Complications With Other Diabetic Neurological Complication",1
"1660","E09.610 Drug Or Chemical Induced Diabetes Mellitus With Diabetic Neuropathic Arthropathy",1
"1661","E09.622 Drug Or Chemical Induced Diabetes Mellitus With Other Skin Ulcer",1
"1662","E09.638 Drug Or Chemical Induced Diabetes Mellitus With Other Oral Complications",1
"1663","E09.649 Drug Or Chemical Induced Diabetes Mellitus With Hypoglycemia Without Coma",1
"1664","E10.3211 Type 1 Diabetes Mellitus With Mild Nonproliferative Diabetic Retinopathy With Macular Edema, Right Eye",1
"1665","E10.329 Type 1 Diabetes Mellitus With Mild Nonproliferative Diabetic Retinopathy Without Macular Edema",1
"1666","E10.3291 Type 1 Diabetes Mellitus With Mild Nonproliferative Diabetic Retinopathy Without Macular Edema, Right Eye",1
"1667","E10.3292 Type 1 Diabetes Mellitus With Mild Nonproliferative Diabetic Retinopathy Without Macular Edema, Left Eye",1
"1668","E10.3529 Type 1 Diabetes Mellitus With Proliferative Diabetic Retinopathy With Traction Retinal Detachment Involving The Macula, Unspecified Eye",1
"1669","E10.3551 Type 1 Diabetes Mellitus With Stable Proliferative Diabetic Retinopathy, Right Eye",1
"1670","E10.359 Type 1 Diabetes Mellitus With Proliferative Diabetic Retinopathy Without Macular Edema",1
"1671","E10.3591 Type 1 Diabetes Mellitus With Proliferative Diabetic Retinopathy Without Macular Edema, Right Eye",1
"1672","E10.3592 Type 1 Diabetes Mellitus With Proliferative Diabetic Retinopathy Without Macular Edema, Left Eye",1
"1673","E10.37X3 Type 1 Diabetes Mellitus With Diabetic Macular Edema, Resolved Following Treatment, Bilateral",1
"1674","E10.37X9 Type 1 Diabetes Mellitus With Diabetic Macular Edema, Resolved Following Treatment, Unspecified Eye",1
"1675","E11.351 Type 2 Diabetes Mellitus With Proliferative Diabetic Retinopathy With Macular Edema",1
"1676","E11.3541 Type 2 Diabetes Mellitus With Proliferative Diabetic Retinopathy With Combined Traction Retinal Detachment And Rhegmatogenous Retinal Detachment, Right Eye",1
"1677","E11.3543 Type 2 Diabetes Mellitus With Proliferative Diabetic Retinopathy With Combined Traction Retinal Detachment And Rhegmatogenous Retinal Detachment, Bilateral",1
"1678","E11.3549 Type 2 Diabetes Mellitus With Proliferative Diabetic Retinopathy With Combined Traction Retinal Detachment And Rhegmatogenous Retinal Detachment, Unspecified Eye",1
"1679","E11.37X1 Type 2 Diabetes Mellitus With Diabetic Macular Edema, Resolved Following Treatment, Right Eye",1
"1680","E13.3219 Other Specified Diabetes Mellitus With Mild Nonproliferative Diabetic Retinopathy With Macular Edema, Unspecified Eye",1
"1681","E13.3292 Other Specified Diabetes Mellitus With Mild Nonproliferative Diabetic Retinopathy Without Macular Edema, Left Eye",1
"1682","E13.3391 Other Specified Diabetes Mellitus With Moderate Nonproliferative Diabetic Retinopathy Without Macular Edema, Right Eye",1
"1683","E13.3392 Other Specified Diabetes Mellitus With Moderate Nonproliferative Diabetic Retinopathy Without Macular Edema, Left Eye",1
"1684","E13.3411 Other Specified Diabetes Mellitus With Severe Nonproliferative Diabetic Retinopathy With Macular Edema, Right Eye",1
"1685","E13.3419 Other Specified Diabetes Mellitus With Severe Nonproliferative Diabetic Retinopathy With Macular Edema, Unspecified Eye",1
"1686","E13.3511 Other Specified Diabetes Mellitus With Proliferative Diabetic Retinopathy With Macular Edema, Right Eye",1
"1687","E13.3532 Other Specified Diabetes Mellitus With Proliferative Diabetic Retinopathy With Traction Retinal Detachment Not Involving The Macula, Left Eye",1
"1688","E13.359 Other Specified Diabetes Mellitus With Proliferative Diabetic Retinopathy Without Macular Edema",1
"1689","E13.3591 Other Specified Diabetes Mellitus With Proliferative Diabetic Retinopathy Without Macular Edema, Right Eye",1
"1690","E13.3592 Other Specified Diabetes Mellitus With Proliferative Diabetic Retinopathy Without Macular Edema, Left Eye",1
"1691","E67.2 Megavitamin-B6 Syndrome",1
"1692","E70.29 Other Disorders Of Tyrosine Metabolism",1
"1693","E70.329 Oculocutaneous Albinism, Unspecified",1
"1694","E70.339 Albinism With Hematologic Abnormality, Unspecified",1
"1695","E70.39 Other Specified Albinism",1
"1696","E71.120 Methylmalonic Acidemia",1
"1697","E71.318 Other Disorders Of Fatty-Acid Oxidation",1
"1698","E71.32 Disorders Of Ketone Metabolism",1
"1699","E71.39 Other Disorders Of Fatty-Acid Metabolism",1
"1700","E71.540 Rhizomelic Chondrodysplasia Punctata",1
"1701","E72.4 Disorders Of Ornithine Metabolism",1
"1702","E72.50 Disorder Of Glycine Metabolism, Unspecified",1
"1703","E72.59 Other Disorders Of Glycine Metabolism",1
"1704","E72.9 Disorder Of Amino-Acid Metabolism, Unspecified",1
"1705","E74.02 Pompe Disease",1
"1706","E74.03 Cori Disease",1
"1707","E74.04 Mcardle Disease",1
"1708","E74.29 Other Disorders Of Galactose Metabolism",1
"1709","E74.31 Sucrase-Isomaltase Deficiency",1
"1710","E74.4 Disorders Of Pyruvate Metabolism And Gluconeogenesis",1
"1711","E75.02 Tay-Sachs Disease",1
"1712","E75.23 Krabbe Disease",1
"1713","E76.210 Morquio A Mucopolysaccharidoses",1
"1714","E76.219 Morquio Mucopolysaccharidoses, Unspecified",1
"1715","E76.22 Sanfilippo Mucopolysaccharidoses",1
"1716","E76.29 Other Mucopolysaccharidoses",1
"1717","E76.3 Mucopolysaccharidosis, Unspecified",1
"1718","E77.1 Defects In Glycoprotein Degradation",1
"1719","E77.9 Disorder Of Glycoprotein Metabolism, Unspecified",1
"1720","E79.8 Other Disorders Of Purine And Pyrimidine Metabolism",1
"1721","E83.2 Disorders Of Zinc Metabolism",1
"1722","E83.49 Other Disorders Of Magnesium Metabolism",1
"1723","E85.1 Neuropathic Heredofamilial Amyloidosis",1
"1724","E85.2 Heredofamilial Amyloidosis, Unspecified",1
"1725","E87.71 Transfusion Associated Circulatory Overload",1
"1726","E88.42 Merrf Syndrome",1
"1727","E88.49 Other Mitochondrial Metabolism Disorders",1
"1728","F11.150 Opioid Abuse With Opioid-Induced Psychotic Disorder With Delusions",1
"1729","F11.151 Opioid Abuse With Opioid-Induced Psychotic Disorder With Hallucinations",1
"1730","F11.181 Opioid Abuse With Opioid-Induced Sexual Dysfunction",1
"1731","F11.182 Opioid Abuse With Opioid-Induced Sleep Disorder",1
"1732","F11.221 Opioid Dependence With Intoxication Delirium",1
"1733","F11.222 Opioid Dependence With Intoxication With Perceptual Disturbance",1
"1734","F11.251 Opioid Dependence With Opioid-Induced Psychotic Disorder With Hallucinations",1
"1735","F11.281 Opioid Dependence With Opioid-Induced Sexual Dysfunction",1
"1736","F11.922 Opioid Use, Unspecified With Intoxication With Perceptual Disturbance",1
"1737","F12.122 Cannabis Abuse With Intoxication With Perceptual Disturbance",1
"1738","F12.220 Cannabis Dependence With Intoxication, Uncomplicated",1
"1739","F12.921 Cannabis Use, Unspecified With Intoxication Delirium",1
"1740","F12.922 Cannabis Use, Unspecified With Intoxication With Perceptual Disturbance",1
"1741","F12.950 Cannabis Use, Unspecified With Psychotic Disorder With Delusions",1
"1742","F13.180 Sedative, Hypnotic Or Anxiolytic Abuse With Sedative, Hypnotic Or Anxiolytic-Induced Anxiety Disorder",1
"1743","F13.221 Sedative, Hypnotic Or Anxiolytic Dependence With Intoxication Delirium",1
"1744","F13.229 Sedative, Hypnotic Or Anxiolytic Dependence With Intoxication, Unspecified",1
"1745","F13.231 Sedative, Hypnotic Or Anxiolytic Dependence With Withdrawal Delirium",1
"1746","F13.24 Sedative, Hypnotic Or Anxiolytic Dependence With Sedative, Hypnotic Or Anxiolytic-Induced Mood Disorder",1
"1747","F13.282 Sedative, Hypnotic Or Anxiolytic Dependence With Sedative, Hypnotic Or Anxiolytic-Induced Sleep Disorder",1
"1748","F13.930 Sedative, Hypnotic Or Anxiolytic Use, Unspecified With Withdrawal, Uncomplicated",1
"1749","F13.931 Sedative, Hypnotic Or Anxiolytic Use, Unspecified With Withdrawal Delirium",1
"1750","F13.950 Sedative, Hypnotic Or Anxiolytic Use, Unspecified With Sedative, Hypnotic Or Anxiolytic-Induced Psychotic Disorder With Delusions",1
"1751","F14.121 Cocaine Abuse With Intoxication With Delirium",1
"1752","F14.221 Cocaine Dependence With Intoxication Delirium",1
"1753","F14.288 Cocaine Dependence With Other Cocaine-Induced Disorder",1
"1754","F15.120 Other Stimulant Abuse With Intoxication, Uncomplicated",1
"1755","F15.150 Other Stimulant Abuse With Stimulant-Induced Psychotic Disorder With Delusions",1
"1756","F15.188 Other Stimulant Abuse With Other Stimulant-Induced Disorder",1
"1757","F15.229 Other Stimulant Dependence With Intoxication, Unspecified",1
"1758","F15.250 Other Stimulant Dependence With Stimulant-Induced Psychotic Disorder With Delusions",1
"1759","F15.251 Other Stimulant Dependence With Stimulant-Induced Psychotic Disorder With Hallucinations",1
"1760","F15.288 Other Stimulant Dependence With Other Stimulant-Induced Disorder",1
"1761","F16.19 Hallucinogen Abuse With Unspecified Hallucinogen-Induced Disorder",1
"1762","F16.229 Hallucinogen Dependence With Intoxication, Unspecified",1
"1763","F16.250 Hallucinogen Dependence With Hallucinogen-Induced Psychotic Disorder With Delusions",1
"1764","F16.251 Hallucinogen Dependence With Hallucinogen-Induced Psychotic Disorder With Hallucinations",1
"1765","F16.259 Hallucinogen Dependence With Hallucinogen-Induced Psychotic Disorder, Unspecified",1
"1766","F16.280 Hallucinogen Dependence With Hallucinogen-Induced Anxiety Disorder",1
"1767","F16.288 Hallucinogen Dependence With Other Hallucinogen-Induced Disorder",1
"1768","F16.921 Hallucinogen Use, Unspecified With Intoxication With Delirium",1
"1769","F16.929 Hallucinogen Use, Unspecified With Intoxication, Unspecified",1
"1770","F16.951 Hallucinogen Use, Unspecified With Hallucinogen-Induced Psychotic Disorder With Hallucinations",1
"1771","F16.980 Hallucinogen Use, Unspecified With Hallucinogen-Induced Anxiety Disorder",1
"1772","F16.988 Hallucinogen Use, Unspecified With Other Hallucinogen-Induced Disorder",1
"1773","F18.14 Inhalant Abuse With Inhalant-Induced Mood Disorder",1
"1774","F18.159 Inhalant Abuse With Inhalant-Induced Psychotic Disorder, Unspecified",1
"1775","F18.929 Inhalant Use, Unspecified With Intoxication, Unspecified",1
"1776","F18.950 Inhalant Use, Unspecified With Inhalant-Induced Psychotic Disorder With Delusions",1
"1777","F19.182 Other Psychoactive Substance Abuse With Psychoactive Substance-Induced Sleep Disorder",1
"1778","F19.250 Other Psychoactive Substance Dependence With Psychoactive Substance-Induced Psychotic Disorder With Delusions",1
"1779","F19.96 Other Psychoactive Substance Use, Unspecified With Psychoactive Substance-Induced Persisting Amnestic Disorder",1
"1780","F30.13 Manic Episode, Severe, Without Psychotic Symptoms",1
"1781","F33 Major Depressive Disorder, Recurrent",1
"1782","F40.210 Arachnophobia",1
"1783","F40.230 Fear Of Blood",1
"1784","F51.13 Hypersomnia Due To Other Mental Disorder",1
"1785","F63.1 Pyromania",1
"1786","F65.3 Voyeurism",1
"1787","F65.51 Sexual Masochism",1
"1788","F91.0 Conduct Disorder Confined To Family Context",1
"1789","F98.29 Other Feeding Disorders Of Infancy And Early Childhood",1
"1790","V11 Personal History Of Mental Disorder",1
"1791","Z86.51 Personal History Of Combat And Operational Stress Reaction",1
