"","PROVIDER_ID","L1","L2","L3"
"222","EB8D30EB-8A0A-4E26-831B-952BBD28837A","Allopathic & Osteopathic Physicians","Dermatology","General - Not specified"
"223","57AE47AC-0B14-41B6-A642-DCBD77804D57","Allopathic & Osteopathic Physicians","Pediatrics","General - Not specified"
"224","AA95D800-0FC4-4DB8-97D2-18901A7A2904","Nursing Service Providers","Registered Nurse","General - Not specified"
"225","3F1D771A-88ED-47A8-8B03-810B2A2D2660","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"226","08CB9D24-8946-4A19-924B-51B8132F652C","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"227","CFCF5EAF-0F2B-4D57-A476-F814D9BEA3BB","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"228","A63BAEE5-737A-4B6C-AC84-431EFDF12AA8","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"229","E552A63F-5291-4D18-9837-9FCD1922E8E3","Behavioral Health & Social Service Providers","Psychologist","Clinical"
"230","045E64D1-D024-4F59-AB41-5A9667255AA8","Allopathic & Osteopathic Physicians","Pediatrics","General - Not specified"
"231","B808F0A1-0D5E-417C-BD99-86F221B1C83F","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"232","51A83B89-13B5-4025-8BE5-6CE4E2F97BD6","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"233","D5DB261B-9EE1-47CF-97C1-6A52673C90D9","Allopathic & Osteopathic Physicians","Anesthesiology","General - Not specified"
"234","4C320EB2-C7BF-4052-A5C4-C9D11CE9976A","Dental Providers","Dentist","General Practice"
"235","50378EBE-277C-4461-B0DD-77E29215C69E","Allopathic & Osteopathic Physicians","Obstetrics & Gynecology","General - Not specified"
"236","438FBF56-5348-499C-8C00-46CD9DE95724","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"237","8183E50D-286E-42D7-9D2B-5C5624DE625C","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"238","0DCB143C-57C8-4064-A2FE-12AC4CDFDBB5","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"239","5CBB762C-FA29-4821-A9F5-BC44681499E1","Dental Providers","Dentist","General Practice"
"240","57E1C97F-FAE2-4C8E-99A5-9D60C53884D0","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","General - Not specified"
"241","0E6E5057-3EC9-43A8-93FA-48743D8261DB","Behavioral Health & Social Service Providers","Counselor","General - Not specified"
"242","59869342-8083-40CD-B0CB-94480479F49A","Allopathic & Osteopathic Physicians","Internal Medicine","Cardiovascular Disease"
"243","65E76E0C-9D2F-43CC-ACA7-736CC48CDE24","Other Service Providers","Acupuncturist","General - Not specified"
"244","CF3D4796-8889-4F41-9999-52D807871E96","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"245","63D50BFB-C7DA-4958-9597-C85644116BAB","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"246","8E14FA5C-410D-4601-889F-6F397785EC81","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","Medical"
"247","76D8AD2C-02B9-443C-B9C3-CB0D7C4990C0","Behavioral Health & Social Service Providers","Social Worker","General - Not specified"
"248","61785104-550C-4D4E-8288-8639C5821257","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"249","49C1227A-97CA-4E7B-AF8D-13BA4DC78389","Dental Providers","Dentist","General - Not specified"
"250","B117C64C-7C58-4749-8E3F-2AB39F61F56B","Behavioral Health & Social Service Providers","Counselor","Addiction (Substance Use Disorder)"
"251","BBF4058F-8E3F-4502-B7C9-F3931591555A","Nursing Service Providers","Registered Nurse","General - Not specified"
"252","1DE29464-B328-4C64-8940-A0F5C0F0E0F0","Behavioral Health & Social Service Providers","Social Worker","School"
"253","56457F4F-A7F1-4CA2-8956-1B064832F656","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Psych/Mental Health"
"254","735772C1-B738-45FF-BEBF-1986595ADABD","Allopathic & Osteopathic Physicians","Internal Medicine","Gastroenterology"
"255","DBA50C71-830C-4DC0-B4C3-92EDD36C9320","Allopathic & Osteopathic Physicians","Anesthesiology","Pain Medicine"
"256","02EDD7AE-8D89-41D1-8816-D02D9631B219","Other Service Providers","Naturopath","General - Not specified"
"257","EBA21DC7-734A-45B8-9CBA-42A403C98F77","Podiatric Medicine & Surgery Service Providers","Podiatrist","General - Not specified"
"258","902C06E3-3C26-48D5-AD3D-C5E77B2E7C28","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"259","7894FEA1-9E49-4FC1-B1F7-71AB677826FB","Other Service Providers","Naturopath","General - Not specified"
"260","7ED53C27-E831-44A9-842E-3DC6D4F7F29E","Student, Health Care","Student in an Organized Health Care Education/Training Program","General - Not specified"
"261","B242D9F9-02A3-45D8-9345-20C76A055020","Other Service Providers","Specialist","General - Not specified"
"262","EAC476B9-8B49-4550-9FEA-AFC46E6233E8","Allopathic & Osteopathic Physicians","Dermatology","General - Not specified"
"263","1A498847-D29C-4365-8440-C9759C6EF6F5","Allopathic & Osteopathic Physicians","Otolaryngology","General - Not specified"
"264","2D8841AB-08B6-48B9-A101-F16D0B840218","Allopathic & Osteopathic Physicians","Emergency Medicine","General - Not specified"
"265","A3D26F51-A4E9-4F41-B2BB-32C646B62AF4","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","General - Not specified"
"266","729F24DE-0652-4ED3-A13C-DF4D5B499823","Allopathic & Osteopathic Physicians","Obstetrics & Gynecology","General - Not specified"
"267","9AC37BDD-9819-4184-B3EB-4B3A2E1658B6","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"268","4C7E0594-EA78-43DE-B310-9476DD829242","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"269","CCF3A0DF-C591-4BCF-8B0E-9EBBAE877092","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"270","EEC1F180-EA36-42FC-8FD6-A3F4DE414ADD","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","General - Not specified"
"271","1C134A22-ED6A-41B1-8BB1-2635F96FD582","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"272","2209799A-78FF-42CC-BB0C-F60432BAD3A2","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"273","3DFC7EF4-5371-444F-80FC-9EC5585CE7D9","Behavioral Health & Social Service Providers","Psychologist","Clinical"
"274","719CB7DC-E4F3-460A-A54C-5BC9FF014173","Nursing Service Providers","Registered Nurse","Community Health"
"275","B57DD565-4163-4164-AA14-C41E710F7572","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"276","C492D631-B2ED-4966-A644-E6638EA0DE1C","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"277","503DE020-92DF-41EF-87B7-FFFC57771082","Allopathic & Osteopathic Physicians","General Practice","General - Not specified"
"278","6A0DE1F3-48CB-4599-A29C-E2FA21BEE1EB","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"279","7DD1738B-8BDA-44CA-B36A-88DF3E6461FF","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"280","9743B8C1-B624-428C-AC59-804759414C01","Physician Assistants & Advanced Practice Nursing Providers","Advanced Practice Midwife","General - Not specified"
"281","1918D4D8-6382-46D5-A74A-783482E4AB29","Allopathic & Osteopathic Physicians","Psychiatry & Neurology","Forensic Psychiatry"
"282","A134C9BA-F452-46EC-8215-0C57293D049D","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"283","55D6097C-1F2D-41C3-B656-C5A3106CDA08","Allopathic & Osteopathic Physicians","Psychiatry & Neurology","Psychiatry"
"284","5E2564C0-7852-44DD-967E-52701E7BB58D","Allopathic & Osteopathic Physicians","Pediatrics","General - Not specified"
"285","AA034183-31E7-4867-B5F0-9081FA643E29","Student, Health Care","Student in an Organized Health Care Education/Training Program","General - Not specified"
"286","60489644-3346-4624-B14B-7F37FDD2A42E","Dental Providers","Dentist","General - Not specified"
"287","734964D9-1AE8-4A5C-8642-1D44D4DFF010","Allopathic & Osteopathic Physicians","Internal Medicine","Hematology & Oncology"
"288","168E0E33-4AD1-42E7-B172-1356550503D0","Allopathic & Osteopathic Physicians","Internal Medicine","Hematology & Oncology"
"289","3825CE1F-FEE5-4D29-95B4-C30C55A40541","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"290","CA9EB835-460A-4878-A6C3-FE712841209E","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"291","43F3CC7A-4A8E-42CA-A441-0FB3ECE36946","Eye and Vision Services Providers","Optometrist","General - Not specified"
"292","A31B1DAE-24B0-43FA-A7BB-B9CBD72C9FAF","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"293","A8E5ABEA-4446-4424-A720-FCA425C67E2A","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"294","01B76B24-4850-4E8F-AEE9-E88A3C459BFC","Allopathic & Osteopathic Physicians","Emergency Medicine","General - Not specified"
"295","D70BB948-7FE0-490A-9C1F-D3AC877E0A35","Allopathic & Osteopathic Physicians","Internal Medicine","Endocrinology, Diabetes & Metabolism"
"296","DF42F539-E06D-41DA-9175-4D00E01F9F99","Allopathic & Osteopathic Physicians","Internal Medicine","Nephrology"
"297","4D72FA9F-58A7-4D62-A310-4E81365E4889","Allopathic & Osteopathic Physicians","Preventive Medicine","Preventive Medicine/Occupational Environmental Medicine"
"298","82F38BED-34A1-4F83-B297-5AB222B216BE","Allopathic & Osteopathic Physicians","Internal Medicine","Gastroenterology"
"299","A118F053-C6D4-460B-A0AF-0A555FA82D7F","Other Service Providers","Naturopath","General - Not specified"
"300","6E43C995-662F-48CB-9AA5-60D14909C56B","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"301","F6FDB2C5-33FF-47A7-B442-2AB5C04AF20E","Nursing Service Providers","Registered Nurse","General - Not specified"
"302","DDE480D3-9377-4EC1-A46B-A8F17D3ACB43","Allopathic & Osteopathic Physicians","Obstetrics & Gynecology","General - Not specified"
"303","230BDF17-4E82-4721-80DD-2F1CA4CDEEAA","Student, Health Care","Student in an Organized Health Care Education/Training Program","General - Not specified"
"304","9A7E3103-BBD8-4BCE-B47F-63E94ADA1266","Allopathic & Osteopathic Physicians","Obstetrics & Gynecology","General - Not specified"
"305","083DDC4D-00C3-4EAC-9657-5DB82593A5AB","Behavioral Health & Social Service Providers","Marriage & Family Therapist","General - Not specified"
"306","59648834-8BE4-42F0-B782-9CAC3A5E65A8","Allopathic & Osteopathic Physicians","Internal Medicine","Cardiovascular Disease"
"307","6D833F93-CD02-4D72-97E3-43471070E014","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"308","3B6D80EA-3DC9-4DEB-AE5A-69083C3551BD","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"309","A8A27951-4E3E-42F5-B9F4-5A86D4E1EC41","Nursing Service Providers","Registered Nurse","General - Not specified"
"310","5A0B3D96-9917-4093-AB7C-D0133ACC0507","Behavioral Health & Social Service Providers","Psychologist","Clinical"
"311","A19CD88A-A36E-4C27-A20B-99A695017BED","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","Medical"
"312","C891280E-1855-4A60-9201-00DD3A84C1C4","Podiatric Medicine & Surgery Service Providers","Podiatrist","General - Not specified"
"313","A3909EC8-A9CB-41B5-8D8E-1F1DBC4ECF4B","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"314","67A74E6A-734B-4E01-9AA4-EFDC68CA3BC0","Dental Providers","Dentist","General - Not specified"
"315","04E101A3-852A-4356-A72A-3D34DE8344B3","Other Service Providers","Community Health Worker","General - Not specified"
"316","AF70EFFA-CE4E-4114-A73E-26E174563CAF","Pharmacy Service Providers","Pharmacist","Pharmacist Clinician (PhC)/ Clinical Pharmacy Specialist"
"317","F80A430A-0BD8-469C-9FD8-24829C054CCE","Behavioral Health & Social Service Providers","Counselor","Professional"
"318","0A55813D-5D4F-402B-80F2-2385A6B730FC","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","Medical"
"319","4DE63E73-DA94-4FE1-9F18-FA8B3BD2EA71","Respiratory, Developmental, Rehabilitative and Restorative Service Providers","Physical Therapist","General - Not specified"
"320","48E7B4B0-BF6C-4D80-8592-43DF627E8E86","Other Service Providers","Case Manager/Care Coordinator","General - Not specified"
"321","EA99F9C4-DFE7-4759-9B69-18DFE479478B","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"322","6AA51A04-B43E-4543-A36E-372EC36EE66E","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","General - Not specified"
"323","3DF58E68-D36E-461A-B625-3A005D804F85","Behavioral Health & Social Service Providers","Psychologist","General - Not specified"
"324","E6C2AE81-8DC0-4C3C-B4D5-A58000EA55CB","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"325","444A019A-97CB-4B6E-8DA7-9CE5271D2806","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"326","A406155D-9A0C-405B-99A3-5472792D9A9B","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"327","C5249491-E310-4E14-92BD-2F3E743F7048","Ambulatory Health Care Facilities","Clinic/Center","Federally Qualified Health Center (FQHC)"
"328","A434EB9B-A0DE-439B-B3B9-AAD0C76415D8","Allopathic & Osteopathic Physicians","Internal Medicine","Infectious Disease"
"329","ED14BF8C-8016-4B53-8FE1-156119549BB1","Other Service Providers","Naturopath","General - Not specified"
"330","FED9F1F2-F172-4D68-BA65-BD2189AF1863","Allopathic & Osteopathic Physicians","Obstetrics & Gynecology","General - Not specified"
"331","EE417F72-AB8F-419A-9625-3B55A38F6CA1","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"332","8621A044-4EFB-497F-8729-B921B6D31B3C","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"333","3BF8B018-DD2D-4FFF-8635-3995D896F149","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","General - Not specified"
"334","EA8D44C4-1674-403C-89C4-1C6C595E0C20","Allopathic & Osteopathic Physicians","Internal Medicine","Medical Oncology"
"335","83F41769-4666-4F66-A423-1381071F01BC","Ambulatory Health Care Facilities","Clinic/Center","Federally Qualified Health Center (FQHC)"
"336","DC295415-701A-49BE-BA16-9C3C37570A33","Allopathic & Osteopathic Physicians","Internal Medicine","Gastroenterology"
"337","9C6E038F-ECEF-48A2-9DCD-873708EF13FE","Behavioral Health & Social Service Providers","Counselor","Professional"
"338","81E4FADD-D349-49D7-A249-DDFA4E670DC3","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"339","AB4E5CDC-BB9C-4716-8B33-63AE061537FB","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"340","F663FD8C-C55D-412A-9258-2D0D7A7ED9F9","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"341","55DC8C71-8EC9-43E8-91F8-12E410B1D709","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"342","06BBE3B3-8D48-409E-84C9-EA6C09650BF7","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","General - Not specified"
"343","02A0B480-0D31-43FA-AE8D-481532FB775A","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"344","C35F3905-09DE-4782-BB18-F1E6CE549615","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"345","FE4570E0-A70C-443B-8512-9740F4A52A8C","Student, Health Care","Student in an Organized Health Care Education/Training Program","General - Not specified"
"346","6044BD4B-4E34-41D0-B76F-38E24EDA9A7A","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"347","97FA7631-322C-4669-A363-98D3023089CB","Allopathic & Osteopathic Physicians","Surgery","Surgical Critical Care"
"348","A5EADF26-7BBB-4705-958E-33A3BE8DC400","Allopathic & Osteopathic Physicians","Psychiatry & Neurology","Psychiatry"
